id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd
684,Two Is a Family,"Drama, Comedy",fr,7.7,1,58,2016-12-07,2949,Hugo Gélin,"Omar Sy, Gloria Colston, Clémence Poésy, Antoine Bertrand, Ashley Walters",0.0,1447740.0
685,Marriage Italian Style,"Drama, Romance, Comedy",it,7.7,1,42,1964-12-18,506,Vittorio De Sica,"Sophia Loren, Marcello Mastroianni, Aldo Puglisi, Tecla Scarano, Marilù Tolo",0.0,0.0
686,Nothing Left to Do But Cry,Comedy,it,7.7,1,47,1984-12-20,1127,Massimo Troisi,"Massimo Troisi, Roberto Benigni, Amanda Sandrelli, Iris Peynado, Carlo Monni",0.0,0.0
687,Deep Red,"Horror, Mystery, Thriller",it,7.7,2,7,1975-03-07,1452,Dario Argento,"David Hemmings, Daria Nicolodi, Gabriele Lavia, Macha Méril, Eros Pagni",0.0,2900000.0
688,Do the Right Thing,Drama,en,7.7,2,0,1989-06-14,1751,Spike Lee,"Danny Aiello, Spike Lee, Ossie Davis, Richard Edson, John Turturro",6500000.0,37300000.0
689,RRR,"Drama, Action",te,7.7,3,5,2022-03-24,1288,S. S. Rajamouli,"N.T. Rama Rao Jr., Ram Charan, Olivia Morris, Ray Stevenson, Alison Doody",69000000.0,160000000.0
690,Crooks in Clover,"Comedy, Crime",fr,7.7,1,51,1963-11-27,500,Georges Lautner,"Lino Ventura, Bernard Blier, Francis Blanche, Claude Rich, Pierre Bertin",0.0,0.0
691,Annie Hall,"Comedy, Drama, Romance",en,7.7,1,33,1977-04-19,3856,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon",4000000.0,38288028.0
692,Notorious,"Thriller, Romance, Mystery",en,7.7,1,43,1946-08-21,1584,Alfred Hitchcock,"Cary Grant, Ingrid Bergman, Claude Rains, Leopoldine Konstantin, Louis Calhern",2000000.0,24500000.0
693,The King's Speech,"Drama, History",en,7.7,1,58,2010-11-26,8634,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall",15000000.0,414211549.0
694,Shrek,"Animation, Comedy, Fantasy, Adventure, Family",en,7.7,1,30,2001-05-18,17056,Andrew Adamson,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel",60000000.0,488628188.0
695,Mystic River,"Thriller, Crime, Drama, Mystery",en,7.7,2,18,2003-10-07,6600,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden",25000000.0,156800000.0
696,The Seven Deadly Sins: Cursed by Light,"Animation, Fantasy",ja,7.7,1,19,2021-07-02,475,Takayuki Hamana,"Yuki Kaji, Sora Amamiya, Misaki Kuno, Aoi Yuki, Tatsuhisa Suzuki",0.0,1094673.0
697,Instructions Not Included,"Comedy, Drama",es,7.7,2,2,2013-07-20,876,Eugenio Derbez,"Eugenio Derbez, Loreto Peralta, Jessica Lindsey, Daniel Raymont, Hugo Stiglitz",5500000.0,99067206.0
698,L'Eclisse,"Drama, Romance",it,7.7,2,6,1962-04-13,471,Michelangelo Antonioni,"Alain Delon, Monica Vitti, Francisco Rabal, Lilla Brignone, Rossana Rory",0.0,0.0
699,Ponyo,"Animation, Fantasy, Family",ja,7.7,1,40,2008-07-19,4271,Hayao Miyazaki,"Yuria Kozuki, Hiroki Doi, George Tokoro, Tomoko Yamaguchi, Yûki Amami",34000000.0,202404009.0
700,The Breakfast Club,"Comedy, Drama",en,7.7,1,38,1985-02-15,7946,John Hughes,"Emilio Estevez, Judd Nelson, Molly Ringwald, Anthony Michael Hall, Ally Sheedy",1000000.0,51525171.0
701,Platoon,"Drama, War, Action",en,7.7,2,0,1986-12-19,4498,Oliver Stone,"Charlie Sheen, Willem Dafoe, Tom Berenger, Kevin Dillon, Forest Whitaker",6000000.0,138530565.0
702,A Million Miles Away,"Drama, History",en,7.7,2,2,2023-09-08,429,Alejandra Márquez Abella,"Michael Peña, Rosa Salazar, Julio Cesar Cedillo, Veronica Falcón, Juanpi Monterrubio",0.0,0.0
703,The Celebration,Drama,da,7.7,1,45,1998-06-19,1064,Thomas Vinterberg,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen, Paprika Steen, Birthe Neumann",1300000.0,0.0
704,The Red Balloon,"Comedy, Drama, Family, Fantasy",fr,7.7,0,34,1956-08-24,393,Albert Lamorisse,"Pascal Lamorisse, Georges Sellier, Vladimir Popov, Paul Perey, Renée Marion",0.0,48980.0
705,PlayTime,Comedy,fr,7.7,1,55,1967-12-13,567,Jacques Tati,"Jacques Tati, Barbara Dennek, Rita Maiden, France Rumilly, France Delahalle",0.0,0.0
706,Poor Things,"Science Fiction, Romance, Comedy",en,7.7,2,22,2023-12-07,4108,Yorgos Lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe, Ramy Youssef, Christopher Abbott",35000000.0,117607117.0
707,Marriage Story,Drama,en,7.7,2,17,2019-09-28,6878,Noah Baumbach,"Adam Driver, Scarlett Johansson, Laura Dern, Alan Alda, Ray Liotta",18000000.0,2300000.0
708,Still Walking,"Drama, Family",ja,7.7,1,54,2008-06-28,365,Hirokazu Kore-eda,"Hiroshi Abe, Kirin Kiki, Yui Natsukawa, Yoshio Harada, YOU",0.0,3511120.0
709,Accattone,Drama,it,7.7,1,57,1961-09-25,470,Pier Paolo Pasolini,"Franco Citti, Franca Pasut, Silvana Corsini, Paola Guidi, Adriana Asti",0.0,0.0
710,My Mom Is a Character,Comedy,pt,7.7,1,25,2013-06-21,648,André Pellenz,"Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Herson Capri, Alexandra Richter",2000000.0,20552094.0
711,Batman: Under the Red Hood,"Science Fiction, Crime, Action, Animation, Mystery",en,7.7,1,15,2010-07-27,1577,Brandon Vietti,"Bruce Greenwood, Jensen Ackles, Neil Patrick Harris, Jason Isaacs, John DiMaggio",0.0,6629178.0
712,Beauty and the Beast,"Romance, Family, Animation, Fantasy",en,7.7,1,24,1991-10-22,9873,Gary Trousdale,"Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers",25000000.0,424967620.0
713,The Exorcist,"Horror, Drama",en,7.7,2,2,1973-12-26,7921,William Friedkin,"Ellen Burstyn, Linda Blair, Jason Miller, Max von Sydow, Lee J. Cobb",12000000.0,441306145.0
714,John Wick: Chapter 4,"Action, Thriller, Crime",en,7.7,2,50,2023-03-22,6469,Chad Stahelski,"Keanu Reeves, Donnie Yen, Bill Skarsgård, Ian McShane, Laurence Fishburne",90000000.0,440157245.0
715,Big Hero 6,"Adventure, Family, Animation, Action, Comedy",en,7.7,1,42,2014-10-24,15539,Chris Williams,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung",165000000.0,657827828.0
716,Kabhi Khushi Kabhie Gham,"Comedy, Drama",hi,7.7,3,29,2001-12-14,536,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Hrithik Roshan, Kajol, Jaya Bachchan",0.0,0.0
717,Sword Art Online: The Movie – Ordinal Scale,"Animation, Action, Adventure, Fantasy, Science Fiction",ja,7.7,1,59,2017-02-18,674,Tomohiko Ito,"Yoshitsugu Matsuoka, Haruka Tomatsu, Kanae Ito, Ayana Taketatsu, Rina Hidaka",0.0,29322339.0
718,Slumdog Millionaire,"Drama, Romance",en,7.7,2,0,2008-11-12,10493,Danny Boyle,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Mahesh Manjrekar",15000000.0,378400000.0
719,The Blues Brothers,"Music, Comedy, Action, Crime",en,7.7,2,13,1980-06-16,4147,John Landis,"Dan Aykroyd, John Belushi, James Brown, Cab Calloway, Ray Charles",27000000.0,115200000.0
720,"I, Daniel Blake",Drama,en,7.7,1,40,2016-10-21,1389,Ken Loach,"Dave Johns, Hayley Squires, Briana Shann, Dylan McKiernan, Kate Rutter",0.0,15793051.0
721,Tetris,"Thriller, History, Drama",en,7.7,1,58,2023-03-15,1280,Jon S. Baird,"Taron Egerton, Nikita Efremov, Sofia Lebedeva, Anthony Boyle, Ben Miles",0.0,0.0
722,Three Steps Above Heaven,"Romance, Drama",es,7.7,2,2,2010-12-03,3052,Fernando González Molina,"María Valverde, Mario Casas, Álvaro Cervantes, Marina Salas, Nerea Camacho",0.0,0.0
723,All Quiet on the Western Front,"Drama, War, Action",de,7.7,2,27,2022-10-07,3819,Edward Berger,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer, Moritz Klaus, Adrian Grünewald",20000000.0,0.0
724,Cool Hand Luke,"Action, Drama, Crime",en,7.7,2,7,1967-11-01,1405,Stuart Rosenberg,"Paul Newman, George Kennedy, Luke Askew, Morgan Woodward, Harry Dean Stanton",3200000.0,16217773.0
725,Temple Grandin,"Drama, History",en,7.7,1,48,2010-02-06,442,Mick Jackson,"Claire Danes, David Strathairn, Barry Tubb, Melissa Farman, Charles Baker",0.0,0.0
726,The Killer,"Action, Crime, Thriller",ko,7.7,1,35,2022-07-13,364,Choi Jae-hoon,"Jang Hyuk, Lee Seo-young, Bruce Khan, Bang Eun-jeong, Lee Seung-joon",0.0,595112.0
727,"Batman: The Dark Knight Returns, Part 1","Science Fiction, Action, Animation, Mystery",en,7.7,1,16,2012-08-21,1579,Jay Oliva,"Peter Weller, Ariel Winter, David Selby, Wade Williams, Michael McKean",3500000.0,0.0
728,The Sacrifice,Drama,sv,7.7,2,29,1986-05-09,521,Andrei Tarkovsky,"Erland Josephson, Susan Fleetwood, Allan Edwall, Guðrún Gísladóttir, Sven Wollter",0.0,1095380.0
729,The Chorus,Drama,fr,7.7,1,37,2004-03-17,2397,Christophe Barratier,"Gérard Jugnot, François Berléand, Kad Merad, Jean-Paul Bonnaire, Marie Bunel",0.0,0.0
730,Manhattan,"Comedy, Drama, Romance",en,7.7,1,36,1979-04-25,2377,Woody Allen,"Woody Allen, Diane Keaton, Michael Murphy, Mariel Hemingway, Meryl Streep",9000000.0,40194067.0
731,Holding the Man,Drama,en,7.7,2,8,2015-08-27,444,Neil Armfield,"Ryan Corr, Craig Stott, Guy Pearce, Sarah Snook, Anthony LaPaglia",0.0,0.0
732,The Sound of Music,"Drama, Family, Music, Romance",en,7.7,2,54,1965-03-29,3250,Robert Wise,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood",8200000.0,286214286.0
733,Who's Afraid of Virginia Woolf?,Drama,en,7.7,2,11,1966-06-22,806,Mike Nichols,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis, Agnes Flanagan",7500000.0,33736689.0
734,Magnolia,Drama,en,7.7,3,9,1999-12-17,3526,Paul Thomas Anderson,"Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman, Julianne Moore, William H. Macy",37000000.0,48500000.0
735,Red Shoes and the Seven Dwarfs,"Animation, Fantasy, Drama, Family, Comedy, Romance",en,7.7,1,32,2019-07-25,1077,Hong Sung-ho,"Chloë Grace Moretz, Sam Claflin, Gina Gershon, Jim Rash, Patrick Warburton",0.0,10054356.0
736,Rush,"Drama, Action",en,7.7,2,3,2013-09-02,7066,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino",38000000.0,90200000.0
737,Mother,"Crime, Drama, Mystery",ko,7.7,2,9,2009-05-28,1459,Bong Joon-ho,"Kim Hye-ja, Won Bin, Jin Goo, Yoon Je-moon, Jeon Mi-seon",5000000.0,17112713.0
738,The Holdovers,"Comedy, Drama",en,7.7,2,13,2023-10-27,1504,Alexander Payne,"Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph, Carrie Preston, Brady Hepner",13000000.0,42513270.0
739,Selena,"Drama, Music, History",en,7.7,2,7,1997-03-21,1212,Gregory Nava,"Jennifer Lopez, Jackie Guerra, Constance Marie, Alex Meneses, Jon Seda",20000000.0,60000000.0
740,Philadelphia,Drama,en,7.7,2,6,1993-12-22,4196,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas",26000000.0,206678440.0
741,Hiroshima Mon Amour,"Drama, History, Romance",fr,7.7,1,32,1959-06-10,802,Alain Resnais,"Emmanuelle Riva, Eiji Okada, Stella Dassas, Pierre Barbaud, Bernard Fresson",0.0,0.0
742,Sound of Metal,"Drama, Music",en,7.7,2,0,2020-11-20,2502,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric",0.0,516520.0
743,A Matter of Life and Death,"Romance, Fantasy, Drama, War, Comedy",en,7.7,1,44,1946-12-15,408,Michael Powell,"David Niven, Kim Hunter, Roger Livesey, Marius Goring, Robert Coote",0.0,0.0
744,Rurouni Kenshin: The Final,"Action, Adventure, History, Drama",ja,7.7,2,18,2021-04-23,469,Keishi Otomo,"Takeru Satoh, Emi Takei, Mackenyu, Munetaka Aoki, Yu Aoi",0.0,33457923.0
745,The Avengers,"Science Fiction, Action, Adventure",en,7.7,2,23,2012-04-25,30672,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",220000000.0,1518815515.0
746,Harry Potter and the Chamber of Secrets,"Adventure, Fantasy",en,7.7,2,41,2002-11-13,21850,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, Toby Jones",100000000.0,876688482.0
747,The Straight Story,Drama,en,7.7,1,52,1999-10-15,1514,David Lynch,"Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz, Joseph A. Carpenter, Donald Wiegert",10000000.0,6418028.0
748,Back to the Outback,"Family, Animation, Adventure, Comedy",en,7.7,1,32,2021-12-03,720,Claire Knight,"Isla Fisher, Tim Minchin, Eric Bana, Guy Pearce, Miranda Tapsell",0.0,0.0
749,Fallen Angels,"Action, Romance, Crime",cn,7.7,1,38,1995-09-06,1037,Wong Kar-wai,"Leon Lai, Charlie Yeung, Takeshi Kaneshiro, Karen Mok Man-Wai, Michelle Reis",0.0,0.0
750,Vivre Sa Vie,Drama,fr,7.7,1,24,1962-09-20,629,Jean-Luc Godard,"Anna Karina, Sady Rebbot, André S. Labarthe, Guylaine Schlumberger, Gérard Hoffmann",64000.0,24517.0
751,Hotel Rwanda,"Drama, History, War",en,7.7,2,1,2004-12-22,2824,Terry George,"Don Cheadle, Sophie Okonedo, Nick Nolte, Fana Mokoena, Joaquin Phoenix",17500000.0,38000000.0
752,Edward Scissorhands,"Fantasy, Drama, Romance",en,7.7,1,45,1990-12-07,12848,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall, Kathy Baker",20000000.0,86024005.0
753,Rich in Love,"Romance, Comedy",pt,7.7,1,44,2020-04-30,612,Bruno Garotti,"Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes",0.0,0.0
754,The Leopard,Drama,it,7.7,3,6,1963-03-27,813,Luchino Visconti,"Burt Lancaster, Claudia Cardinale, Alain Delon, Paolo Stoppa, Rina Morelli",0.0,0.0
755,Descendants 3,"Family, TV Movie, Adventure, Fantasy",en,7.7,1,46,2019-08-02,1502,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope",15000000.0,0.0
756,The Outlaws,"Action, Crime, Thriller",ko,7.7,2,1,2017-10-03,420,Kang Yun-sung,"Ma Dong-seok, Yoon Kye-sang, Jo Jae-yun, Choi Gwi-hwa, Lim Hyung-jun",5900000.0,52946454.0
757,BPM (Beats per Minute),Drama,fr,7.7,2,23,2017-08-23,1330,Robin Campillo,"Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel, Antoine Reinartz, Félix Maritaud",6600000.0,7632420.0
758,Pride,"Drama, Comedy",en,7.7,2,0,2014-09-12,1288,Matthew Warchus,"George MacKay, Ben Schnetzer, Freddie Fox, Bill Nighy, Imelda Staunton",0.0,16700000.0
759,Monsieur Verdoux,"Comedy, Crime, Drama",en,7.7,2,4,1947-09-26,416,Charlie Chaplin,"Charlie Chaplin, Mady Correll, Allison Roddan, Robert Lewis, Audrey Betz",2000000.0,0.0
760,Belle,"Animation, Science Fiction, Drama, Music",ja,7.7,2,1,2021-07-16,732,Mamoru Hosoda,"Kaho Nakamura, Ryo Narita, Shota Sometani, Tina Tamashiro, Lilas Ikuta",0.0,63501160.0
761,Prey,"Thriller, Action, Science Fiction",en,7.7,1,40,2022-08-02,6626,Dan Trachtenberg,"Amber Midthunder, Dakota Beavers, Michelle Thrush, Stormee Kipp, Julian Black Antelope",65000000.0,0.0
762,Azur & Asmar: The Princes' Quest,"Animation, Family",fr,7.7,1,39,2006-05-21,619,Michel Ocelot,"Cyril Mourali, Karim M'Ribah, Hiam Abbass, Sofia Boutella, Fatma ben Khell",0.0,0.0
763,Ali: Fear Eats the Soul,"Romance, Drama",de,7.7,1,33,1974-03-05,388,Rainer Werner Fassbinder,"Brigitte Mira, El Hedi ben Salem, Irm Hermann, Barbara Valentin, Elma Karlowa",130000.0,0.0
764,Rurouni Kenshin Part III: The Legend Ends,"Action, Adventure, Fantasy",ja,7.7,2,15,2014-09-13,482,Keishi Otomo,"Takeru Satoh, Emi Takei, Munetaka Aoki, Yu Aoi, Kaito Oyagi",0.0,0.0
765,The Bridges of Madison County,"Drama, Romance",en,7.7,2,15,1995-06-02,2128,Clint Eastwood,"Meryl Streep, Clint Eastwood, Annie Corley, Victor Slezak, Jim Haynie",24000000.0,182000000.0
766,PK,"Comedy, Drama, Science Fiction",hi,7.7,2,33,2014-12-18,984,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Saurabh Shukla, Boman Irani, Sushant Singh Rajput",13000000.0,118920000.0
767,The Incredibles,"Action, Adventure, Animation, Family",en,7.7,1,55,2004-10-27,17568,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Spencer Fox, Jason Lee",92000000.0,631442092.0
768,Jean de Florette,Drama,fr,7.7,2,1,1986-08-27,546,Claude Berri,"Yves Montand, Gérard Depardieu, Daniel Auteuil, Elisabeth Depardieu, Margarita Lozano",4940939.0,0.0
769,Deadpool & Wolverine,"Action, Comedy, Science Fiction",en,7.7,2,8,2024-07-24,5139,Shawn Levy,"Ryan Reynolds, Hugh Jackman, Emma Corrin, Matthew Macfadyen, Dafne Keen",200000000.0,1336816112.0
770,Batman Begins,"Action, Crime, Drama",en,7.7,2,20,2005-06-10,20875,Christopher Nolan,"Christian Bale, Michael Caine, Liam Neeson, Katie Holmes, Gary Oldman",150000000.0,374218673.0
771,Knockin' on Heaven's Door,"Comedy, Crime",de,7.7,1,28,1997-02-20,497,Thomas Jahn,"Til Schweiger, Jan Josef Liefers, Thierry van Werveke, Moritz Bleibtreu, Huub Stapel",0.0,0.0
772,My Little Pony: A New Generation,"Animation, Family, Fantasy, Comedy, Adventure",en,7.7,1,31,2021-09-22,307,Mark Fattibene,"Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy",0.0,4100000.0
773,Inherit the Wind,Drama,en,7.7,2,8,1960-07-07,404,Stanley Kramer,"Spencer Tracy, Fredric March, Gene Kelly, Dick York, Donna Anderson",2000000.0,2000000.0
774,Cousins,"Comedy, Romance, Drama",pt,7.7,1,23,2019-12-10,328,Mauro Carvalho,"Thiago Cazado, Paulo Sousa, Juliana Zancanaro, Denis Camargo, Eduarda Esteves",0.0,0.0
775,Fried Green Tomatoes,"Drama, Comedy",en,7.7,2,10,1991-12-27,1322,Jon Avnet,"Kathy Bates, Jessica Tandy, Mary-Louise Parker, Mary Stuart Masterson, Cicely Tyson",11000000.0,119400000.0
776,The Ox-Bow Incident,"Western, Drama",en,7.7,1,16,1943-03-11,368,William A. Wellman,"Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn, William Eythe",565000.0,0.0
777,Nightcrawler,"Crime, Drama, Thriller",en,7.7,1,58,2014-10-23,10709,Dan Gilroy,"Jake Gyllenhaal, Riz Ahmed, Rene Russo, Bill Paxton, Kevin Rahm",8500000.0,50300000.0
778,The Maltese Falcon,"Mystery, Crime, Thriller",en,7.7,1,40,1941-10-18,1658,John Huston,"Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre, Barton MacLane",375000.0,1772000.0
779,Divines,Drama,fr,7.7,1,45,2016-08-31,659,Houda Benyamina,"Oulaya Amamra, Déborah Lukumuena, Kévin Mischel, Jisca Kalvanda, Yasin Houicha",2791874.0,0.0
780,The Turin Horse,Drama,hu,7.7,2,35,2011-03-31,351,Béla Tarr,"János Derzsi, Erika Bók, Mihály Kormos, Lajos Kovács, Mihály Ráday",1000000.0,162088.0
781,For Love and Gold,"Comedy, Adventure",it,7.7,2,0,1966-04-07,358,Mario Monicelli,"Vittorio Gassman, Catherine Spaak, Folco Lulli, Gian Maria Volonté, Maria Grazia Buccella",0.0,1314230.0
782,A Charlie Brown Christmas,"Animation, Family, Comedy, TV Movie",en,7.7,0,25,1965-12-09,666,Bill Melendez,"Peter Robbins, Christopher Shea, Tracy Stratford, Cathy Steinberg, Chris Doran",96000.0,0.0
783,The Trial of the Chicago 7,"Drama, History",en,7.7,2,10,2020-09-25,3001,Aaron Sorkin,"Eddie Redmayne, Sacha Baron Cohen, Mark Rylance, Joseph Gordon-Levitt, Frank Langella",35000000.0,107423.0
784,The Broken Circle Breakdown,Drama,nl,7.7,1,52,2012-10-09,1040,Felix van Groeningen,"Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg, Nils De Caster",0.0,5500000.0
785,My Night at Maud's,"Romance, Comedy, Drama",fr,7.7,1,50,1969-06-04,300,Éric Rohmer,"Jean-Louis Trintignant, Françoise Fabian, Marie-Christine Barrault, Antoine Vitez, Léonide Kogan",0.0,0.0
786,Kwaidan,"Horror, Fantasy, Drama",ja,7.7,3,3,1965-01-06,377,Masaki Kobayashi,"Michiyo Aratama, Rentaro Mikuni, Misako Watanabe, Kenjirō Ishiyama, Ranko Akagi",0.0,0.0
787,Cowboy Bebop: The Movie,"Action, Animation, Science Fiction",ja,7.7,1,55,2001-09-01,887,Shinichiro Watanabe,"Koichi Yamadera, Unsho Ishizuka, Aoi Tada, Ai Kobayashi, Megumi Hayashibara",0.0,0.0
788,Cléo from 5 to 7,Drama,fr,7.7,1,30,1962-04-11,677,Agnès Varda,"Corinne Marchand, Antoine Bourseiller, Dominique Davray, Dorothée Blanck, Michel Legrand",0.0,0.0
789,Day & Night,"Animation, Family, Comedy",en,7.7,0,6,2010-06-17,881,Teddy Newton,Wayne Dyer,0.0,0.0
790,The Children's Hour,Drama,en,7.7,1,48,1961-12-19,340,William Wyler,"Shirley MacLaine, Audrey Hepburn, James Garner, Miriam Hopkins, Fay Bainter",3600000.0,3000000.0
791,Stalag 17,"Comedy, Drama, War",en,7.7,2,0,1953-05-29,591,Billy Wilder,"William Holden, Robert Strauss, Don Taylor, Otto Preminger, Harvey Lembeck",1661530.0,0.0
792,"Duck, You Sucker",Western,it,7.7,2,37,1971-10-20,1056,Sergio Leone,"Rod Steiger, James Coburn, Romolo Valli, Maria Monti, Rik Battaglia",0.0,0.0
793,Constantine: City of Demons - The Movie,"Fantasy, Animation, Horror, Action",en,7.7,1,30,2018-10-04,581,Doug Murphy,"Matt Ryan, Robin Atkin Downes, Laura Bailey, Rachel Kimsey, Jim Meskimen",0.0,0.0
794,Spirit: Stallion of the Cimarron,"Animation, Adventure, Comedy, Family, Drama, Western, Romance",en,7.7,1,23,2002-05-24,4542,Kelly Asbury,"Matt Damon, James Cromwell, Charles Napier, Robert Cait, Richard McGonagle",80000000.0,122563539.0
795,The Searchers,Western,en,7.7,1,59,1956-05-16,1391,John Ford,"John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond, Natalie Wood",3750000.0,0.0
796,Don't Blame the Kid,"Comedy, Romance",es,7.7,1,53,2016-05-13,624,Gustavo Loza,"Karla Souza, Ricardo Abarca, Biassini Segura, Gerardo Taracena, Sofía Sisniega",0.0,0.0
797,Free Fall,"Drama, Romance",de,7.7,1,37,2013-05-27,786,Stephan Lacant,"Hanno Koffler, Max Riemelt, Katharina Schüttler, Maren Kroymann, Luis Lamprecht",0.0,599721.0
798,The Man from Nowhere,"Action, Thriller, Crime",ko,7.7,1,59,2010-08-04,1303,Lee Jeong-beom,"Won Bin, Kim Sae-ron, Kim Tae-hun, Kim Hee-won, Kim Sung-oh",1255000.0,43059790.0
799,Little Miss Sunshine,"Comedy, Drama",en,7.7,1,42,2006-07-26,7037,Valerie Faris,"Greg Kinnear, Toni Collette, Steve Carell, Paul Dano, Abigail Breslin",8000000.0,100523181.0
800,If Anything Happens I Love You,"Drama, Animation",en,7.7,0,12,2020-03-07,890,Michael Govier,0,0.0,0.0
801,Moonrise Kingdom,"Comedy, Drama, Romance",en,7.7,1,34,2012-05-16,5793,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray",16000000.0,68263166.0
802,No Manches Frida,Comedy,es,7.7,1,40,2016-09-02,877,Nacho G. Velilla,"Omar Chaparro, Martha Higareda, Fernanda Castillo, Carla Adell, Regina Pavón",5000000.0,23500000.0
803,Drishyam,"Crime, Mystery, Thriller",hi,7.7,2,43,2015-07-30,403,Nishikant Kamat,"Ajay Devgn, Tabu, Shriya Saran, Ishita Dutta, Rajat Kapoor",0.0,0.0
804,Harry Potter and the Half-Blood Prince,"Adventure, Fantasy",en,7.7,2,33,2009-07-15,19333,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Michael Gambon",250000000.0,933959197.0
805,"Germany, Year Zero",Drama,it,7.7,1,12,1948-12-01,371,Roberto Rossellini,"Edmund Moeschke, Ernst Pittschau, Ingetraud Hinze, Franz-Otto Krüger, Erich Gühne",0.0,0.0
806,Tangerines,"Drama, War",et,7.7,1,27,2013-10-16,507,Zaza Urushadze,"Lembit Ulfsak, Giorgi Nakashidze, Elmo Nüganen, Misha Meskhi, Raivo Trass",0.0,0.0
